a,DIV,LAM,Vmax,VENTR,Lmax,MRT,NMPRT,RR,RTE,TT,L,ENTR,DET,TREND
0.3,0.003891051,0,0,NaN,257,44.68773842,889,0.020424729,1.181647722,0,65.4,2.079151273,0.906654344,-0.020123038
0.3,0.003891051,0,0,NaN,257,44.91707583,886,0.020405852,1.187635608,0,65.46666667,1.898926789,0.908418131,-0.019955678
0.3,0.003891051,0,0,NaN,257,44.80993992,886,0.020386975,1.184869783,0,65.46666667,1.898926789,0.909259259,-0.019788317
0.3,0.003891051,0,0,NaN,257,44.65210268,882,0.020386975,1.183647687,0,61.375,2.182995977,0.909259259,-0.021883277
0.3,0.003891051,0,0,NaN,257,44.51227496,883,0.020405852,1.178827642,0,65.46666667,1.898926789,0.908418131,-0.022050637
0.3,0.003891051,0,0,NaN,257,44.6182414,885,0.020386975,1.17744159,0,65.4,1.991346413,0.908333333,-0.021883277
0.3,0.003891051,0,0,NaN,257,44.67629428,889,0.020424729,1.175735073,0,61.375,1.921253032,0.907578558,-0.020123038
0.3,0.003891051,0,0,NaN,257,44.66411797,893,0.020386975,1.171234766,0,65.6,2.079151273,0.911111111,-0.019434229
0.3,0.003891051,0,0,NaN,257,44.58147139,892,0.020424729,1.175467539,0,61.375,2.182995977,0.907578558,-0.020123038
0.3,0.003891051,0,0,NaN,257,44.75531335,891,0.020424729,1.180524586,0,65.46666667,1.898926789,0.907578558,-0.020123038
0.3,0.003891051,0,0,NaN,257,45.0294599,886,0.020405852,1.189458341,0,65.46666667,1.898926789,0.908418131,-0.019955678
0.3,0.003891051,0,0,NaN,257,44.89950847,882,0.020386975,1.188893971,0,65.4,2.079151273,0.908333333,-0.021883277
0.3,0.003891051,0,0,NaN,257,44.77086743,882,0.020405852,1.187854581,0,65.46666667,1.898926789,0.908418131,-0.022050637
0.3,0.003891051,0,0,NaN,257,44.74332425,882,0.020424729,1.189475922,0,61.375,2.182995977,0.907578558,-0.022217998
0.3,0.003891051,0,0,NaN,257,44.78700164,883,0.020386975,1.185888811,0,65.46666667,1.898926789,0.909259259,-0.021883277
0.3,0.003891051,0,0,NaN,257,44.7594108,885,0.020405852,1.180847227,0,65.46666667,1.898926789,0.908418131,-0.022050637
0.3,0.003891051,0,0,NaN,257,44.66448445,893,0.020405852,1.169975373,0,65.8,2.079151273,0.913043478,-0.019940891
0.3,0.003891051,0,0,NaN,257,44.5919258,894,0.020405852,1.169958664,0,65.53333333,1.986731649,0.909343201,-0.019601589
0.3,0.003891051,0,0,NaN,257,44.92853246,889,0.020405852,1.182384561,0,61.375,2.100678921,0.908418131,-0.019955678
0.3,0.003891051,0,0,NaN,257,44.94483889,885,0.020386975,1.186337307,0,65.46666667,1.898926789,0.909259259,-0.021883277
0.3,0.003891051,0,0,NaN,257,44.93944354,883,0.020405852,1.189523713,0,65.46666667,1.898926789,0.908418131,-0.022050637
0.3,0.003891051,0,0,NaN,257,44.77061715,884,0.020386975,1.186815725,0,61.375,2.182995977,0.909259259,-0.020835797
0.3,0.003891051,0,0,NaN,257,44.72613202,882,0.020405852,1.189385402,0,65.46666667,1.898926789,0.908418131,-0.022050637
0.3,0.003891051,0,0,NaN,257,44.89416258,882,0.020405852,1.188679731,0,65.4,2.079151273,0.907493062,-0.022050637
0.3,0.003891051,0,0,NaN,257,44.80939377,882,0.020386975,1.187343608,0,65.46666667,1.898926789,0.909259259,-0.021883277
0.3,0.003891051,0,0,NaN,257,44.61878755,887,0.020386975,1.17872897,0,65.46666667,1.898926789,0.909259259,-0.021883277
0.3,0.003891051,0,0,NaN,257,44.72583288,890,0.020386975,1.176968774,0,61.375,2.182995977,0.909259259,-0.020835797
0.3,0.003891051,0,0,NaN,257,44.93391589,887,0.020386975,1.186040197,0,61.1875,2.014035524,0.906481481,-0.020496495
0.3,0.003891051,0,0,NaN,257,44.84468665,885,0.020424729,1.186822806,0,61.375,1.921253032,0.907578558,-0.022217998
0.3,0.003891051,0,0,NaN,257,44.83233206,885,0.020386975,1.184500716,0,65.4,1.991346413,0.908333333,-0.021883277
0.3,0.003891051,0,0,NaN,257,44.78754779,887,0.020386975,1.182495974,0,65.46666667,1.898926789,0.909259259,-0.019788317
0.3,0.003891051,0,0,NaN,257,44.73787466,884,0.020424729,1.184854252,0,61.375,2.182995977,0.907578558,-0.021170518
0.3,0.003891051,0,0,NaN,257,44.7646095,882,0.020386975,1.185517036,0,65.46666667,1.898926789,0.909259259,-0.021883277
0.3,0.003891051,0,0,NaN,257,44.65340599,888,0.020424729,1.175578795,0,70.5,1.828841156,0.91219963,-0.021155731
0.3,0.003891051,0,0,NaN,257,44.69230769,885,0.020405852,1.18209791,0,65.4,2.079151273,0.907493062,-0.022050637
0.3,0.003891051,0,0,NaN,257,44.65902891,882,0.020405852,1.189452684,0,61.0625,1.834609634,0.903792784,-0.023112903
0.3,0.003891051,0,0,NaN,257,44.76515565,882,0.020386975,1.190204657,0,57.47058824,2.119280922,0.90462963,-0.022945543
0.3,0.003891051,0,0,NaN,257,44.87766248,884,0.020386975,1.188716906,0,61.125,1.894689117,0.905555556,-0.022591454
0.3,0.003891051,0,0,NaN,257,44.72037138,890,0.020386975,1.178982702,0,61.375,1.927392126,0.909259259,-0.019788317
0.3,0.003891051,0,0,NaN,257,44.69318801,892,0.020424729,1.173753568,0,65.8,2.171570897,0.91219963,-0.019060772
0.3,0.003891051,0,0,NaN,257,44.70835609,890,0.020386975,1.171810968,0,65.66666667,2.079151273,0.912037037,-0.01908014
0.3,0.003891051,0,0,NaN,257,44.69230769,886,0.020405852,1.180733985,0,65.4,2.079151273,0.907493062,-0.019955678
0.3,0.003891051,0,0,NaN,257,44.44517185,885,0.020405852,1.17542694,0,65.46666667,1.898926789,0.908418131,-0.022050637
0.3,0.003891051,0,0,NaN,257,44.60229133,885,0.020405852,1.178209045,0,65.46666667,1.898926789,0.908418131,-0.022050637
0.3,0.003891051,0,0,NaN,257,44.62520458,882,0.020405852,1.187739671,0,57.47058824,2.119280922,0.903792784,-0.023112903
0.3,0.003891051,0,0,NaN,257,44.77141298,882,0.020405852,1.191336278,0,61.0625,1.834609634,0.903792784,-0.023112903
0.3,0.003891051,0,0,NaN,257,44.88913162,886,0.020386975,1.189681105,0,61,2.014035524,0.903703704,-0.020850584
0.3,0.003891051,0,0,NaN,257,44.74441417,886,0.020424729,1.189376266,0,61.0625,1.834609634,0.902957486,-0.021185305
0.3,0.003891051,0,0,NaN,257,44.74386921,891,0.020424729,1.178007969,0,65.73333333,2.079151273,0.911275416,-0.019414861
0.3,0.003891051,0,0,NaN,257,44.59182561,892,0.020424729,1.168441603,0,65.8,2.079151273,0.91219963,-0.019060772
0.3,0.003891051,0,0,NaN,257,44.36661211,891,0.020405852,1.164617285,0,65.73333333,2.079151273,0.912118409,-0.0192475
0.3,0.003891051,0,0,NaN,257,44.43426077,889,0.020405852,1.170348154,0,65.46666667,1.898926789,0.908418131,-0.019955678
0.3,0.003891051,0,0,NaN,257,44.39564033,885,0.020424729,1.175609839,0,65.4,2.079151273,0.906654344,-0.022217998
0.3,0.003891051,0,0,NaN,257,44.50628072,882,0.020386975,1.182242161,0,61.0625,1.834609634,0.90462963,-0.022945543
0.3,0.003891051,0,0,NaN,257,44.87766248,886,0.020386975,1.18716303,0,57.47058824,2.119280922,0.90462963,-0.020850584
0.3,0.003891051,0,0,NaN,257,44.88913162,886,0.020386975,1.189681105,0,61.0625,1.834609634,0.90462963,-0.020850584
0.3,0.003891051,0,0,NaN,257,44.79901693,889,0.020386975,1.181388379,0,65.46666667,1.898926789,0.909259259,-0.019788317
0.3,0.003891051,0,0,NaN,257,44.75531335,889,0.020424729,1.18280322,0,65.4,2.079151273,0.906654344,-0.020123038
0.3,0.003891051,0,0,NaN,257,44.60731841,890,0.020386975,1.17352247,0,65.66666667,2.079151273,0.912037037,-0.01908014
0.3,0.003891051,0,0,NaN,257,44.51720371,892,0.020386975,1.166064353,0,65.8,2.171570897,0.913888889,-0.018726051
0.3,0.003891051,0,0,NaN,257,44.42708902,889,0.020386975,1.163160757,0,65.8,1.986731649,0.913888889,-0.020821011
0.3,0.003891051,0,0,NaN,257,44.28392371,884,0.020424729,1.176746003,0,61.125,1.894689117,0.903881701,-0.022926175
0.3,0.003891051,0,0,NaN,257,44.64211675,886,0.020405852,1.182077641,0,57.47058824,2.119280922,0.903792784,-0.021017944
0.3,0.003891051,0,0,NaN,257,44.8438012,886,0.020386975,1.185415438,0,61.0625,1.834609634,0.90462963,-0.020850584
0.3,0.003891051,0,0,NaN,257,44.72152589,886,0.020424729,1.186696425,0,61,2.014035524,0.902033272,-0.021185305
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,57.11764706,1.838083467,0.899074074,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.85051828,884,0.020405852,1.19653524,0,57.17647059,1.660779862,0.899167438,-0.019985251
0.301,0.003891051,0,0,NaN,257,44.72122204,885,0.020405852,1.191210283,0,57.47058824,2.119280922,0.903792784,-0.019970464
0.301,0.003891051,0,0,NaN,257,44.59782016,879,0.020424729,1.191379101,0,61.0625,1.834609634,0.902957486,-0.023280264
0.301,0.003891051,0,0,NaN,257,44.82140907,880,0.020386975,1.195281197,0,57.17647059,1.660779862,0.9,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.83233206,880,0.020386975,1.195354042,0,57.11764706,1.838083467,0.899074074,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.91162029,878,0.020405852,1.201062824,0,57.17647059,1.660779862,0.899167438,-0.02312769
0.301,0.003891051,0,0,NaN,257,44.78286961,880,0.020405852,1.198753459,0,54,1.950526874,0.899167438,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.92907801,886,0.020405852,1.193421101,0,57.23529412,1.705769315,0.900092507,-0.019631162
0.301,0.003891051,0,0,NaN,257,44.92907801,886,0.020405852,1.193421101,0,57.23529412,1.705769315,0.900092507,-0.019631162
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,54,1.950526874,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.82815057,885,0.020405852,1.195115173,0,57.17647059,1.660779862,0.899167438,-0.019985251
0.301,0.003891051,0,0,NaN,257,44.72667758,883,0.020405852,1.191555525,0,61,2.014035524,0.902867715,-0.021017944
0.301,0.003891051,0,0,NaN,257,44.59782016,879,0.020424729,1.191379101,0,61.0625,1.834609634,0.902957486,-0.023280264
0.301,0.003891051,0,0,NaN,257,44.94483889,876,0.020386975,1.201779967,0,57.17647059,1.660779862,0.9,-0.024007809
0.301,0.003891051,0,0,NaN,257,44.71008174,880,0.020424729,1.194298551,0,54,1.950526874,0.898336414,-0.022247571
0.301,0.003891051,0,0,NaN,257,44.91162029,878,0.020405852,1.201062824,0,57.17647059,1.660779862,0.899167438,-0.02312769
0.301,0.003891051,0,0,NaN,257,44.93998909,880,0.020405852,1.201312665,0,57.11764706,1.838083467,0.898242368,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,57.17647059,1.660779862,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,57.23529412,1.705769315,0.900925926,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,54,1.950526874,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.86673949,884,0.020386975,1.194635484,0,57.17647059,1.660779862,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.77717094,884,0.020386975,1.195466735,0,57.17647059,1.660779862,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.59782016,879,0.020424729,1.191379101,0,61,2.014035524,0.902033272,-0.023280264
0.301,0.003891051,0,0,NaN,257,44.70890224,876,0.020386975,1.197800673,0,57.17647059,1.660779862,0.9,-0.024007809
0.301,0.003891051,0,0,NaN,257,44.75995636,880,0.020405852,1.194124869,0,54,1.950526874,0.899167438,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.74276352,880,0.020386975,1.195112046,0,57.17647059,1.660779862,0.9,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.91226158,880,0.020424729,1.201811396,0,57.17647059,1.660779862,0.898336414,-0.022247571
0.301,0.003891051,0,0,NaN,257,44.85597381,882,0.020405852,1.19774794,0,57.11764706,1.838083467,0.898242368,-0.021032731
0.301,0.003891051,0,0,NaN,257,44.92907801,886,0.020405852,1.193421101,0,57.23529412,1.705769315,0.900092507,-0.019631162
0.301,0.003891051,0,0,NaN,257,44.97924631,890,0.020386975,1.18643234,0,61,2.014035524,0.903703704,-0.018755624
0.301,0.003891051,0,0,NaN,257,44.84434735,885,0.020386975,1.193213866,0,57.17647059,1.660779862,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.75477881,885,0.020386975,1.194045117,0,57.17647059,1.660779862,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.65357338,878,0.020405852,1.195598588,0,54,1.950526874,0.899167438,-0.02312769
0.301,0.003891051,0,0,NaN,257,44.70890224,876,0.020386975,1.197800673,0,57.17647059,1.660779862,0.9,-0.024007809
0.301,0.003891051,0,0,NaN,257,44.95090016,880,0.020405852,1.198369951,0,57.11764706,1.838083467,0.898242368,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.81614839,880,0.020405852,1.197215082,0,57.17647059,1.660779862,0.899167438,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.91226158,880,0.020424729,1.201811396,0,57.17647059,1.660779862,0.898336414,-0.022247571
0.301,0.003891051,0,0,NaN,257,44.85597381,882,0.020405852,1.19774794,0,54,1.950526874,0.899167438,-0.021032731
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,57.23529412,1.705769315,0.900925926,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,57.17647059,1.660779862,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.86673949,884,0.020386975,1.194635484,0,57.11764706,1.838083467,0.899074074,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.7106267,887,0.020424729,1.188644171,0,61.0625,1.834609634,0.902957486,-0.019090345
0.301,0.003891051,0,0,NaN,257,44.67084469,881,0.020424729,1.190391348,0,57.47058824,2.119280922,0.902957486,-0.022232784
0.301,0.003891051,0,0,NaN,257,44.59782016,879,0.020424729,1.191379101,0,61.0625,1.834609634,0.902957486,-0.023280264
0.301,0.003891051,0,0,NaN,257,44.97870016,880,0.020386975,1.197842122,0,57.17647059,1.660779862,0.9,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.83233206,880,0.020386975,1.195354042,0,57.11764706,1.838083467,0.899074074,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.97926896,882,0.020405852,1.199634422,0,57.17647059,1.660779862,0.899167438,-0.021032731
0.301,0.003891051,0,0,NaN,257,44.78286961,880,0.020405852,1.198753459,0,54,1.950526874,0.899167438,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.92907801,886,0.020405852,1.193421101,0,57.23529412,1.705769315,0.900092507,-0.019631162
0.301,0.003891051,0,0,NaN,257,44.92907801,886,0.020405852,1.193421101,0,57.23529412,1.705769315,0.900092507,-0.019631162
0.301,0.003891051,0,0,NaN,257,44.86673949,884,0.020386975,1.194635484,0,54,1.950526874,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.68828338,888,0.020424729,1.187198256,0,61.0625,1.834609634,0.902957486,-0.019090345
0.301,0.003891051,0,0,NaN,257,44.72667758,883,0.020405852,1.191555525,0,61,2.014035524,0.902867715,-0.021017944
0.301,0.003891051,0,0,NaN,257,44.59782016,879,0.020424729,1.191379101,0,61.0625,1.834609634,0.902957486,-0.023280264
0.301,0.003891051,0,0,NaN,257,44.97870016,880,0.020386975,1.197842122,0,57.17647059,1.660779862,0.9,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.81614839,880,0.020405852,1.197215082,0,54,1.950526874,0.899167438,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.97926896,882,0.020405852,1.199634422,0,57.17647059,1.660779862,0.899167438,-0.021032731
0.301,0.003891051,0,0,NaN,257,44.78286961,880,0.020405852,1.198753459,0,57.11764706,1.838083467,0.898242368,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,57.17647059,1.660779862,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,57.23529412,1.705769315,0.900925926,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,54,1.950526874,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.72667758,887,0.020405852,1.186702918,0,61.0625,1.834609634,0.903792784,-0.018922985
0.301,0.003891051,0,0,NaN,257,44.72667758,883,0.020405852,1.191555525,0,61.0625,1.834609634,0.903792784,-0.021017944
0.301,0.003891051,0,0,NaN,257,44.59782016,879,0.020424729,1.191379101,0,61,2.014035524,0.902033272,-0.023280264
0.301,0.003891051,0,0,NaN,257,44.81689373,880,0.020424729,1.198217291,0,57.17647059,1.660779862,0.898336414,-0.022247571
0.301,0.003891051,0,0,NaN,257,44.83233206,880,0.020386975,1.195354042,0,54,1.950526874,0.9,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.92853246,880,0.020405852,1.199093851,0,57.17647059,1.660779862,0.899167438,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.72667758,880,0.020405852,1.197807676,0,57.17647059,1.660779862,0.899167438,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.90606226,882,0.020386975,1.197549318,0,57.11764706,1.838083467,0.899074074,-0.02086537
0.301,0.003891051,0,0,NaN,257,44.92907801,886,0.020405852,1.193421101,0,57.23529412,1.705769315,0.900092507,-0.019631162
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,57.11764706,1.838083467,0.899074074,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.84434735,885,0.020386975,1.193213866,0,57.17647059,1.660779862,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.70430987,884,0.020405852,1.190110498,0,61.0625,1.834609634,0.903792784,-0.021017944
0.301,0.003891051,0,0,NaN,257,44.65357338,878,0.020405852,1.195598588,0,54,1.950526874,0.899167438,-0.02312769
0.301,0.003891051,0,0,NaN,257,44.81689373,880,0.020424729,1.198217291,0,57.17647059,1.660779862,0.898336414,-0.022247571
0.301,0.003891051,0,0,NaN,257,44.81614839,880,0.020405852,1.197215082,0,57.11764706,1.838083467,0.898242368,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.92853246,880,0.020405852,1.199093851,0,57.17647059,1.660779862,0.899167438,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.72667758,880,0.020405852,1.197807676,0,57.17647059,1.660779862,0.899167438,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.90606226,882,0.020386975,1.197549318,0,54,1.950526874,0.9,-0.02086537
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,57.23529412,1.705769315,0.900925926,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.97924631,884,0.020386975,1.196479829,0,57.17647059,1.660779862,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.86673949,884,0.020386975,1.194635484,0,57.11764706,1.838083467,0.899074074,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.74276352,883,0.020386975,1.189650226,0,61.0625,1.834609634,0.90462963,-0.020850584
0.301,0.003891051,0,0,NaN,257,44.65357338,878,0.020405852,1.195598588,0,54,1.950526874,0.899167438,-0.02312769
0.301,0.003891051,0,0,NaN,257,44.85527034,880,0.020386975,1.197804471,0,57.17647059,1.660779862,0.9,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.80993992,880,0.020386975,1.19504469,0,57.17647059,1.660779862,0.9,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.94483889,880,0.020386975,1.197224258,0,57.11764706,1.838083467,0.899074074,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.74358974,882,0.020405852,1.195872399,0,57.17647059,1.660779862,0.899167438,-0.021032731
0.301,0.003891051,0,0,NaN,257,44.78286961,880,0.020405852,1.198753459,0,54,1.950526874,0.899167438,-0.02208021
0.301,0.003891051,0,0,NaN,257,44.92907801,886,0.020405852,1.193421101,0,57.23529412,1.705769315,0.900092507,-0.019631162
0.301,0.003891051,0,0,NaN,257,44.92907801,886,0.020405852,1.193421101,0,57.23529412,1.705769315,0.900092507,-0.019631162
0.301,0.003891051,0,0,NaN,257,44.86673949,884,0.020386975,1.194635484,0,54,1.950526874,0.9,-0.01981789
0.301,0.003891051,0,0,NaN,257,44.72037138,884,0.020386975,1.18820362,0,61.0625,1.834609634,0.90462963,-0.020850584
0.301,0.003891051,0,0,NaN,257,44.7766248,880,0.020386975,1.194466891,0,57.11764706,1.838083467,0.899074074,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.85527034,880,0.020386975,1.197804471,0,57.17647059,1.660779862,0.9,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.80993992,880,0.020386975,1.19504469,0,57.17647059,1.660779862,0.9,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.70890224,880,0.020386975,1.193400376,0,54,1.950526874,0.9,-0.02191285
0.301,0.003891051,0,0,NaN,257,44.74358974,882,0.020405852,1.195872399,0,57.17647059,1.660779862,0.899167438,-0.021032731
0.301,0.003891051,0,0,NaN,257,44.78286961,880,0.020405852,1.198753459,0,57.11764706,1.838083467,0.898242368,-0.02208021
0.302,0.003891051,0,0,NaN,257,44.97924631,878,0.020386975,1.206079623,0,57.05882353,1.773105891,0.898148148,-0.020880157
0.302,0.003891051,0,0,NaN,257,44.83415166,879,0.020405852,1.206840767,0,57.05882353,1.478751525,0.897317299,-0.021062304
0.302,0.003891051,0,0,NaN,257,44.75559193,880,0.020405852,1.204525291,0,53.88888889,1.791759469,0.897317299,-0.021062304
0.302,0.003891051,0,0,NaN,257,44.63269755,878,0.020424729,1.205529012,0,57.05882353,1.478751525,0.896487985,-0.022277144
0.302,0.003891051,0,0,NaN,257,44.71631206,878,0.020405852,1.207851091,0,57.05882353,1.478751525,0.897317299,-0.022109783
0.302,0.003891051,0,0,NaN,257,44.66012002,882,0.020405852,1.202613941,0,57,1.669976803,0.896392229,-0.020014824
0.302,0.003891051,0,0,NaN,257,44.78263244,879,0.020386975,1.203434077,0,57.05882353,1.478751525,0.898148148,-0.020894943
0.302,0.003891051,0,0,NaN,257,44.85527034,878,0.020386975,1.202393027,0,53.94444444,1.889159164,0.899074074,-0.020880157
0.302,0.003891051,0,0,NaN,257,44.81048607,884,0.020386975,1.192042626,0,57.17647059,1.660779862,0.9,-0.018431109
0.302,0.003891051,0,0,NaN,257,44.76050191,884,0.020405852,1.192242285,0,57.17647059,1.660779862,0.899167438,-0.018598469
